order_id,order_date,city,product_category,product_name,order_total,delivery_minutes,customer_rating,payment_method,customer_age
10309,2025-11-06,mansoura ,Food & Groceries,Rice,596.73,115,4.3,Cash,56.0
10310,2025-02-10,Cairo,Food & Groceries,Pasta,660.31,70,2.6,Bank Transfer,36.0
10311,2025-03-13,giza,Books,Novel,1094.52,55,2.2,Credit Card,56.0
10312,2025-09-07, CAIRO ,Books,Novel,630.93,94,2.0,Wallet,64.0
10313,2025-12-04,Giza,Books,Dictionary,508.7,23,2.5,Wallet,64.0
10314,2025-03-25,giza,Books,Dictionary,721.3,70,4.8,Wallet,46.0
10315,2025-07-21,Mansoura,Electronics,Smartphone,,166,1.6,Cash,56.0
10316,2025-09-16, CAIRO ,Books,History Book,873.47,140,4.3,Credit Card,57.0
10317,2025-03-22,cairo,Clothing,Shoes,755.01,33,3.3,Credit Card,
10318,2025-03-03,Aswan,Electronics,Smartphone,1267.53,85,1.3,Cash,60.0
10319,2025-04-09,Cairo,Clothing,T-Shirt,1150.2,69,2.8,Credit Card,49.0
10320,2025-07-14,Alex,Food & Groceries,Coffee,674.34,96,4.6,Bank Transfer,53.0
10321,2025-06-16,Aswan,Books,Dictionary,413.0,83,4.6,Cash,64.0
10322,2025-10-02,Cairo,Books,Dictionary,1245.77,75,3.4,Cash,55.0
10323,2025-11-21,Aswan,Books,Dictionary,1461.99,76,1.6,Cash,
10324,2025-12-10,Aswan,Books,History Book,181.45,46,2.3,Cash,32.0
10325,2025-01-30,Alexandria,Electronics,Headphones,,79,3.4,Bank Transfer,26.0
10326,2025-10-12,Giza,Electronics,Smartphone,793.59,101,3.1,Cash,39.0
10327,2025-12-09,Mansoura,Electronics,Headphones,989.99,115,1.7,Cash,63.0
10328,2025-01-21,mansoura ,Food & Groceries,Coffee,365.43,94,3.3,Cash,52.0
10329,2025-04-21,Alex,Electronics,Tablet,902.15,116,3.3,Credit Card,36.0
10330,2025-12-07,Alexandria,Electronics,Laptop,1725.52,44,1.9,Bank Transfer,44.0
10331,2025-12-20, CAIRO ,Electronics,Laptop,609.09,88,4.0,Wallet,45.0
10332,2025-07-03,Giza,Electronics,Headphones,806.57,109,1.4,Bank Transfer,49.0
10333,2025-07-02,Mansoura,Clothing,Jeans,1735.73,118,,Wallet,28.0
10334,2025-09-06,Mansoura,Books,Novel,1217.88,79,,Bank Transfer,24.0
10335,2025-06-12,Alexandria,Electronics,Laptop,315.37,118,2.0,Wallet,55.0
10336,2025-11-21,Aswan,Food & Groceries,Milk,1052.94,64,4.1,Credit Card,46.0
10337,2025-06-20,giza,Clothing,Jeans,656.51,67,2.4,Credit Card,58.0
10338,2025-02-04,Alexandria,Books,Novel,756.7,79,3.5,Wallet,54.0
10339,2025-08-20,mansoura ,Electronics,Tablet,1216.12,457,4.4,Credit Card,57.0
10340,2025-09-22, CAIRO ,Food & Groceries,Milk,225.91,41,1.3,Wallet,25.0
10341,2025-07-07,Aswan,Food & Groceries,Pasta,137.23,96,1.3,Wallet,51.0
10342,2025-05-24,Mansoura,Clothing,Jeans,743.52,68,2.2,Bank Transfer,51.0
10343,2025-08-03,giza,Food & Groceries,Milk,1202.6,98,3.2,Credit Card,30.0
10344,2025-02-22,Mansoura,Electronics,Laptop,10.0,95,3.3,Bank Transfer,37.0
10345,2025-01-14,Mansoura,Books,Science Book,966.73,105,3.2,Wallet,21.0
10346,2025-02-28, CAIRO ,Electronics,Headphones,406.93,80,4.5,Bank Transfer,51.0
10347,2025-03-16,Giza,Food & Groceries,Rice,580.83,90,2.1,Credit Card,34.0
10348,2025-03-29,Alex,Food & Groceries,Rice,967.93,84,1.3,Bank Transfer,
10349,2025-03-06,Alexandria,Electronics,Laptop,633.32,116,4.2,Wallet,30.0
10350,2025-06-26,Mansoura,Food & Groceries,Pasta,777.06,149,2.6,Wallet,42.0
10351,2025-06-24,Alexandria,Books,Novel,741.02,95,2.1,Wallet,34.0
10352,2025-10-08,Giza,Books,Novel,1584.4,77,5.0,Cash,54.0
10353,2025-10-31,Mansoura,Clothing,Shoes,294.65,21,1.8,Credit Card,52.0
10354,2025-12-27,Cairo,Books,Novel,876.97,50,2.7,Credit Card,33.0
10355,2025-11-25,giza,Electronics,Headphones,704.44,100,3.7,Cash,62.0
10356,2025-08-04,mansoura ,Clothing,Shoes,495.62,123,3.6,Cash,45.0
10357,2025-11-06,Alexandria,Books,Dictionary,1150.73,105,4.1,Cash,61.0
10358,2025-02-22,cairo,Food & Groceries,Rice,266.14,55,1.1,Bank Transfer,31.0
10359,2025-06-12,Aswan,Clothing,Jacket,1030.66,81,2.1,Cash,60.0
10360,2025-08-16,Cairo,Electronics,Headphones,386.72,123,4.1,Wallet,34.0
10361,2025-04-02,mansoura ,Books,History Book,532.9,94,2.5,Cash,51.0
10362,2025-05-14,Mansoura,Electronics,Tablet,1143.3,67,3.1,Bank Transfer,29.0
10363,2025-07-27,Giza,Books,Dictionary,1159.69,93,3.7,Bank Transfer,28.0
10364,2025-08-13,cairo,Books,Dictionary,10.0,61,2.2,Wallet,46.0
10365,2025-06-06,Giza,Electronics,Tablet,552.6,88,3.7,Bank Transfer,43.0
10366,2025-04-29,Alex,Books,Dictionary,1252.18,130,3.2,Credit Card,58.0
10367,2025-02-28, CAIRO ,Electronics,Smartphone,918.59,60,4.1,Cash,36.0
10368,2025-06-30,Aswan,Food & Groceries,Pasta,1353.19,59,2.0,Cash,64.0
10369,2025-04-12,Giza,Books,Dictionary,553.1,91,3.8,Credit Card,22.0
10370,2025-11-04,Alexandria,Books,Dictionary,237.32,95,3.0,Cash,63.0
10371,2025-10-21,giza,Electronics,Headphones,1565.68,33,2.7,Credit Card,20.0
10372,2025-01-06,Mansoura,Clothing,Shoes,905.57,110,1.5,Wallet,30.0
10373,2025-01-11,Mansoura,Clothing,Shoes,240.66,103,2.7,Wallet,40.0
10374,2025-12-24,cairo,Food & Groceries,Milk,512.15,129,3.8,Wallet,33.0
10375,2025-09-04,Mansoura,Clothing,Jeans,1431.52,84,2.0,Cash,60.0
10376,2025-03-22,Alexandria,Food & Groceries,Pasta,996.81,102,3.4,Cash,27.0
10377,2025-04-11,Mansoura,Books,Dictionary,1020.02,51,1.9,Bank Transfer,57.0
10378,2025-02-24, CAIRO ,Clothing,Jacket,504.35,65,2.6,Bank Transfer,30.0
10379,2025-01-10,giza,Electronics,Headphones,1060.47,84,5.0,Bank Transfer,42.0
10380,2025-11-23,Mansoura,Electronics,Tablet,770.4,69,2.1,Cash,35.0
10381,2025-04-26,Mansoura,Electronics,Laptop,1282.55,52,2.0,Credit Card,43.0
10382,2025-04-26,Cairo,Electronics,Smartphone,657.54,110,4.8,Cash,28.0
10383,2025-05-29,Aswan,Books,Science Book,736.38,95,2.7,Wallet,24.0
10384,2025-02-09,Mansoura,Clothing,Jeans,755.36,135,3.0,Bank Transfer,62.0
10385,2025-02-10,Giza,Electronics,Tablet,671.82,103,1.3,Bank Transfer,32.0
10386,2025-07-14,Cairo,Food & Groceries,Coffee,632.5,118,3.8,Bank Transfer,41.0
10387,2025-01-04,Alexandria,Clothing,T-Shirt,588.43,88,2.2,Cash,22.0
10388,2025-09-11,Aswan,Food & Groceries,Rice,563.5,91,4.9,Wallet,56.0
10389,2025-03-26,Giza,Clothing,Jacket,592.17,61,3.9,Bank Transfer,
10390,2025-12-09,cairo,Electronics,Headphones,1217.94,60,4.3,Credit Card,64.0
10391,2025-08-16,mansoura ,Clothing,Shoes,888.85,137,1.6,Bank Transfer,48.0
10392,2025-07-21,Cairo,Clothing,Jeans,946.44,132,4.8,Credit Card,39.0
10393,2025-09-30,cairo,Electronics,Tablet,476.43,99,3.2,Cash,18.0
10394,2025-08-05,Alexandria,Food & Groceries,Rice,1178.68,119,2.8,Cash,64.0
10395,2025-06-16,Alex,Food & Groceries,Rice,1093.63,71,1.8,Cash,23.0
10396,2025-12-06,mansoura ,Clothing,Jacket,909.1,76,3.7,Cash,18.0
10397,2025-09-28,Aswan,Electronics,Tablet,550.63,133,1.1,Bank Transfer,52.0
10398,2025-03-19, CAIRO ,Books,Science Book,11920.0,177,,Cash,57.0
10399,2025-07-12,Giza,Food & Groceries,Pasta,716.72,98,4.2,Wallet,36.0
10400,2025-03-21,Alexandria,Books,Science Book,1003.02,120,3.5,Credit Card,39.0
10401,2025-11-09,Alex,Food & Groceries,Coffee,949.14,84,4.4,Wallet,36.0
10402,2025-07-29,Giza,Food & Groceries,Pasta,824.41,70,2.2,Wallet,22.0
10403,2025-05-20,cairo,Food & Groceries,Rice,1153.17,84,3.4,Bank Transfer,50.0
10404,2025-02-19,Mansoura,Clothing,Jacket,621.38,96,1.8,Wallet,21.0
10405,2025-05-21,Alex,Electronics,Smartphone,385.09,105,2.7,Credit Card,46.0
10406,2025-01-29,Giza,Books,History Book,,88,1.3,Cash,27.0
10407,2025-11-18,mansoura ,Electronics,Laptop,815.36,101,1.8,Bank Transfer,58.0
10408,2025-08-07,Aswan,Electronics,Smartphone,510.02,70,2.9,Bank Transfer,19.0
10409,2025-10-07,cairo,Books,Science Book,899.99,57,1.7,Wallet,55.0
10410,2025-02-10,Cairo,Books,Dictionary,489.92,87,3.2,Cash,51.0
10411,2025-11-19,Mansoura,Clothing,Jacket,1216.47,120,,Cash,53.0
10412,2025-09-15,giza,Food & Groceries,Rice,753.14,59,3.4,Wallet,39.0
10413,2025-02-17,Cairo,Food & Groceries,Pasta,1382.51,111,3.7,Bank Transfer,18.0
10414,2025-10-28,Aswan,Electronics,Laptop,1045.46,92,1.9,Cash,62.0
10415,2025-04-16, CAIRO ,Clothing,Jeans,791.76,84,1.4,Wallet,38.0
10416,2025-09-28,Alex,Food & Groceries,Coffee,1412.35,131,3.6,Credit Card,37.0
10417,2025-06-17,cairo,Electronics,Laptop,925.71,107,1.1,Wallet,50.0
10418,2025-03-10,Cairo,Electronics,Headphones,776.49,545,3.9,Credit Card,50.0
10419,2025-01-16,Cairo,Food & Groceries,Pasta,1068.86,80,2.5,Bank Transfer,30.0
10420,2025-06-23,Mansoura,Books,Science Book,1104.2,116,3.1,Wallet,63.0
10421,2025-07-28,giza,Clothing,Jeans,591.26,122,4.5,Cash,54.0
10422,2025-12-04,Alex,Electronics,Laptop,1149.77,82,3.6,Credit Card,57.0
10423,2025-04-24,cairo,Books,Novel,661.25,131,3.0,Bank Transfer,28.0
10424,2025-07-04,Alexandria,Clothing,Jeans,558.36,90,3.0,Bank Transfer,45.0
10425,2025-05-09, CAIRO ,Food & Groceries,Milk,789.95,85,4.7,Cash,46.0
10426,2025-07-21,mansoura ,Electronics,Headphones,847.5,94,3.7,Wallet,21.0
10427,2025-05-09,Giza,Electronics,Tablet,1454.37,30,,Cash,41.0
10428,2025-08-25,Giza,Electronics,Tablet,996.49,108,3.5,Cash,59.0
10429,2025-10-22,Alexandria,Clothing,T-Shirt,719.57,676,3.2,Wallet,56.0
10430,2025-04-28,Alex,Clothing,Jacket,861.19,94,4.0,Cash,39.0
10431,2025-10-12,Mansoura,Electronics,Smartphone,994.43,62,1.9,Wallet,62.0
10432,2025-09-04,Cairo,Electronics,Headphones,1311.61,94,2.2,Credit Card,50.0
10433,2025-07-28,Mansoura,Clothing,Shoes,8995.0,102,2.4,Bank Transfer,53.0
10434,2025-07-20,Alexandria,Clothing,Jacket,317.83,73,,Bank Transfer,41.0
10435,2025-12-29,Aswan,Books,History Book,987.73,100,3.7,Bank Transfer,
10436,2025-12-20,Mansoura,Clothing,Jeans,674.4,91,4.8,Bank Transfer,46.0
10437,2025-05-08,mansoura ,Food & Groceries,Rice,634.5,51,4.6,Wallet,56.0
10438,2025-07-12,Cairo,Electronics,Laptop,946.6,115,2.6,Cash,60.0
10439,2025-10-09,Giza,Books,Novel,1120.4,122,4.0,Cash,39.0
10440,2025-12-30,Giza,Books,Novel,1165.47,183,4.3,Cash,62.0
10441,2025-05-19,Cairo,Food & Groceries,Milk,486.03,69,1.2,Credit Card,29.0
10442,2025-07-04, CAIRO ,Food & Groceries,Coffee,867.04,73,1.3,Credit Card,30.0
10443,2025-12-01,Alexandria,Electronics,Laptop,143.21,108,1.9,Credit Card,31.0
10444,2025-02-09,Cairo,Books,Science Book,291.52,48,1.2,Wallet,60.0
10445,2025-12-13,Mansoura,Books,Science Book,726.87,153,1.0,Bank Transfer,51.0
10446,2025-07-26,Cairo,Electronics,Tablet,960.05,133,4.1,Cash,56.0
10447,2025-11-10, CAIRO ,Books,History Book,1175.99,135,4.0,Wallet,
10448,2025-08-08,Mansoura,Electronics,Headphones,869.05,99,3.4,Bank Transfer,43.0
10449,2025-09-02,cairo,Books,Science Book,537.96,38,3.9,Bank Transfer,25.0
10450,2025-02-28,Alexandria,Books,Novel,670.32,47,,Bank Transfer,28.0
10451,2025-12-02,Cairo,Food & Groceries,Milk,741.98,57,2.8,Credit Card,49.0
10452,2025-03-03,cairo,Electronics,Smartphone,1261.95,111,1.9,Credit Card,62.0
10453,2025-06-05,Mansoura,Books,Science Book,962.12,48,2.1,Wallet,32.0
10454,2025-10-06,mansoura ,Food & Groceries,Pasta,891.15,73,2.5,Bank Transfer,25.0
10455,2025-06-14,Giza,Electronics,Headphones,1127.39,83,4.3,Bank Transfer,63.0
10456,2025-06-25,Giza,Clothing,Shoes,823.8,47,3.9,Wallet,57.0
10457,2025-08-18,Cairo,Electronics,Tablet,964.24,43,,Bank Transfer,44.0
10458,2025-05-20,Giza,Books,History Book,1010.86,121,1.0,Wallet,52.0
10459,2025-05-23,Giza,Food & Groceries,Rice,1225.18,72,3.3,Wallet,52.0
10460,2025-06-15,Cairo,Clothing,Shoes,1267.22,108,1.2,Wallet,60.0
10461,2025-12-21,mansoura ,Clothing,T-Shirt,887.26,121,3.3,Cash,46.0
10462,2025-01-19,Mansoura,Food & Groceries,Milk,881.81,57,3.3,Wallet,41.0
10463,2025-04-20,Mansoura,Food & Groceries,Pasta,285.22,94,5.0,Bank Transfer,21.0
10464,2025-04-23,Mansoura,Clothing,Jeans,592.68,93,2.8,Credit Card,44.0
10465,2025-07-01,Mansoura,Food & Groceries,Coffee,870.72,109,1.2,Wallet,42.0
10466,2025-07-01,Giza,Electronics,Smartphone,1062.6,107,,Bank Transfer,29.0
10467,2025-08-02,Aswan,Clothing,T-Shirt,682.7,100,,Bank Transfer,
10468,2025-02-28,cairo,Food & Groceries,Pasta,1467.08,76,4.6,Bank Transfer,43.0
10469,2025-01-13,Alexandria,Clothing,T-Shirt,955.62,121,1.3,Wallet,25.0
10470,2025-10-26,Cairo,Books,Dictionary,872.33,112,2.0,Credit Card,60.0
10471,2025-02-14,mansoura ,Food & Groceries,Pasta,1020.34,65,2.1,Wallet,26.0
10472,2025-06-28,Cairo,Food & Groceries,Milk,1103.21,138,3.5,Wallet,48.0
10473,2025-08-10,Alexandria,Electronics,Tablet,920.07,99,4.8,Wallet,63.0
10474,2025-04-08,Cairo,Food & Groceries,Pasta,766.39,51,1.2,Bank Transfer,27.0
10475,2025-02-21,Mansoura,Books,Dictionary,778.38,104,2.1,Bank Transfer,28.0
10476,2025-07-11,Giza,Clothing,Jeans,304.76,51,2.2,Bank Transfer,54.0
10477,2025-03-27,giza,Clothing,Jeans,1108.41,78,1.6,Wallet,39.0
10478,2025-01-31,Giza,Clothing,Shoes,425.77,100,2.9,Credit Card,57.0
10479,2025-08-26,Giza,Books,Dictionary,766.59,36,1.3,Wallet,48.0
10480,2025-11-09, CAIRO ,Food & Groceries,Rice,384.95,20,3.9,Bank Transfer,35.0
10481,2025-04-16,Giza,Food & Groceries,Coffee,,58,4.1,Bank Transfer,37.0
10482,2025-08-07,Aswan,Clothing,T-Shirt,781.66,141,2.9,Wallet,24.0
10483,2025-08-15,Alex,Electronics,Tablet,615.84,31,4.0,Credit Card,57.0
10484,2025-12-31,mansoura ,Electronics,Laptop,1405.19,92,3.1,Credit Card,48.0
10485,2025-05-12,mansoura ,Clothing,Shoes,1316.93,54,1.6,Credit Card,45.0
10486,2025-08-10,Alex,Electronics,Smartphone,954.7,77,2.1,Cash,55.0
10487,2025-09-04,Aswan,Books,Novel,557.46,114,4.8,Bank Transfer,29.0
10488,2025-11-11,Alex,Electronics,Smartphone,1667.79,158,3.4,Bank Transfer,30.0
10489,2025-05-07,cairo,Electronics,Laptop,1273.91,110,1.6,Cash,18.0
10490,2025-09-30,Giza,Food & Groceries,Pasta,472.22,69,2.0,Wallet,30.0
10491,2025-08-17,Mansoura,Food & Groceries,Rice,1102.59,135,4.0,Wallet,34.0
10492,2025-12-25,mansoura ,Clothing,Jeans,1210.08,79,1.7,Cash,47.0
10493,2025-04-22,Giza,Electronics,Tablet,1045.46,56,2.9,Bank Transfer,48.0
10494,2025-06-29,Giza,Electronics,Laptop,1219.87,83,1.6,Wallet,28.0
10495,2025-07-27,Alexandria,Clothing,Jacket,1336.16,84,4.7,Bank Transfer,25.0
10496,2025-07-09,cairo,Food & Groceries,Coffee,642.5,127,,Wallet,
10497,2025-08-09,Alex,Electronics,Tablet,738.55,110,1.3,Cash,62.0
10498,2025-11-06,Cairo,Books,Novel,554.05,53,1.1,Wallet,19.0
10499,2025-04-14,mansoura ,Food & Groceries,Pasta,1394.82,122,1.8,Bank Transfer,19.0
10304,2025-05-27,giza,Electronics,Laptop,1301.26,81,3.6,Wallet,24.0
10340,2025-09-22, CAIRO ,Food & Groceries,Milk,225.91,41,1.3,Wallet,25.0
10047,2025-12-06,Aswan,Food & Groceries,Milk,437.96,96,4.2,Wallet,54.0
10067,2025-03-23,Mansoura,Electronics,Laptop,337.92,144,4.7,Credit Card,62.0
10479,2025-08-26,Giza,Books,Dictionary,766.59,36,1.3,Wallet,48.0
10485,2025-05-12,mansoura ,Clothing,Shoes,1316.93,54,1.6,Credit Card,45.0
10310,2025-02-10,Cairo,Food & Groceries,Pasta,660.31,70,2.6,Bank Transfer,36.0
10031,2025-11-13,Aswan,Books,Dictionary,814.69,85,1.7,Bank Transfer,47.0
10249,2025-05-02,Alex,Food & Groceries,Coffee,677.51,106,3.2,Cash,30.0
10090,2025-03-03,giza,Books,History Book,188.84,168,4.4,Cash,23.0
10322,2025-10-02,Cairo,Books,Dictionary,1245.77,75,3.4,Cash,55.0
10168,2025-01-27,Alex,Food & Groceries,Pasta,979.84,82,4.9,Bank Transfer,63.0
10119,2025-03-19,cairo,Books,Science Book,,124,3.7,Cash,31.0
10066,2025-05-25,Giza,Clothing,T-Shirt,999.97,119,1.7,Credit Card,
10305,2025-01-28,Alexandria,Books,Dictionary,1559.83,84,4.8,Credit Card,44.0
